quote,tags
جدري الشيطان ، يا جدري الشياطين ، كيف يتم اكتسابه؟ يجب على المرء النزول إلى الجزء السيئ من المدينة حتى يشعر المرء بالتعب الشديد. قصدت هذه الأغنية بالذات - لأنني كنت على حق ، وكنت مخطئًا! هل فقدت! صرخت شارلوت على الضجيج ، هل فقدت عقلك؟ توقف عن هذا المضرب الخارق! وقف جم جم على قدميه وصفق يديه على فم ويل. هل وعدت أن تصمت؟ همس في أذن صديقه. كانت كلها. لقد رأت ويل أشياء كثيرة - مسليا ، مريرة ، متعالية ، غاضبة ، شفقة - لكنها لم تكن أبدًا من قبل. دعه يذهب. حسنًا ، إذن. ، وألقى ذراعيه. جدري شيطاني على كل منازلكم! قال ، وتثاؤب. أوه ، يا إلهي ، أسابيع من نكات الجدري ، قال جيم. نحن في هذا الآن.,"['شيطان', 'جدري', 'سوف']"
تعرف الشجرة من ثمارها .,['حياة']
يجب ان يكون احساسك ايجابياً مهما كانت الظـروف، و مهما كانت التحديات، و مهما كان المؤثر الخارجي .,"['تفاؤل', 'أمـل']"
أشد الأعمال ثلاثة: الجود من قلة، والورع في خلوة، وكلمة الحق عند من يُرجى ويُخاف.,"['دروس،', 'اسلام']"
حتى لو لم تتمكن من تغيير كل الأشخاص من حولك ، يمكنك تغيير الأشخاص الذين تختارهم ليكونوا بالقرب منك. الحياة أقصر من أن تضيع وقتك على الأشخاص الذين لا يحترمونك ولا يقدرونك ولا يقدرونك. اقضِ حياتك مع الأشخاص الذين يجعلونك تبتسم وتضحك وتشعر بالحب .,"['نقدر', 'التغيير', 'السعادة']"
لا يغرنكم من قرأ القرآن ، إنما هو كلام نتكلم به ولكن انظروا من يعمل به .,"['دروس،', 'اسلام']"
يتعلم الإنسان بطريقتين؛ ‫القراءة ومصاحبة من هم أذكى منه.,"['علم،', 'معرفة']"
لقد كانت حياتي سلسلة من العثرات التي لم يحدث معظمها.,['خواطر']
المبالغة في المزاح تجلب العداوة .,"['حوار،', 'تعامل']"
علم الأحياء يمنحك دماغًا. الحياة تحولها إلى عقل .,"['دماغ', 'حياة', 'عقل']"
الانتظار مؤلم. النسيان مؤلم. لكن عدم معرفة ما يجب القيام به هو أسوأ أنواع المعاناة .,['ملهم']
قافلة الماضي لن تصل بك إلى أي مكان.,['تاريخ']
الشريف اذا نودي تواضع ، و الوضيع اذا نودي تكبر .,"['حوار،', 'تعامل']"
أولاً يتجاهلونك .. ثم يسخرون منك .. ثم يقاتلونك .. ثم تفوز .,['حرب']
إن الإنسانية كالجيوش في المعركة ، تقدمها مرتبط بسرعة أبطأ أفرادها .,['قيادة']
أنت غبي.,"['روح', 'الدعابة', 'البلاهة']"
عندما تصبح القوانين ضرورية للبشر فهم عندئذ غير صالحين لأن يكونوا أحرارا.,['حرية']
إذا كان الرأي عند من لا يقبل منه ، و السلاح عند من لا يستعمله ، و المال عند من لا ينفقه ... ضاعت الأمور .,['حياة']
من أحب الله رأى كل شئ جميلا .,"['دروس،', 'اسلام']"
في قلب كل شتاء ربيع نابض ... و وراء كل ليل فجر باسم .,"['تفاؤل', 'أمـل']"
الحظ في الحياة ، هو نقطة الالتقاء بين التحضير الجيد و الفرص التي تمر .,['حياة']
لا يوجد عقل عظيم بدون لمسة من الجنون.,"['أرسطو', 'العبقري', 'العقول']"
في بعض الأحيان ينطفئ ضوءنا ، ولكن ينفجر مرة أخرى في شعلة فورية من خلال لقاء مع إنسان آخر.,"['إلهام', 'حياة', 'روحي']"
حافظ على المظاهر مهما كنت تفعل .,"['حوار،', 'تعامل']"
قلت: لقد كان خطأ. لكن الشيء القاسي كان ، شعرت أن الخطأ كان خطأً ، لأنني وثقت بك.,"['خيانة', 'ثقة']"
الفقيه .. هو الفقيه بفعله و خلقه ، و ليس بنطقه و مقاله .,"['دروس،', 'اسلام']"
بالسلاح يمكنك الجلوس على كرسي الحكم ، لكن لا يمكنك البقاء طويلا .,['قيادة']
يمكنك التحدث مع شخص ما لسنوات ، كل يوم ، ومع ذلك ، لن يعني ذلك قدر ما يمكنك الحصول عليه عندما تجلس أمام شخص ما ، دون أن تنطق بكلمة ، ومع ذلك تشعر أن هذا الشخص بقلبك ، تشعر كما لو كنت تعرف الشخص إلى الأبد .... يتم إجراء الاتصالات مع القلب وليس اللسان.,"['عاطفة', 'تواصل', 'حميمية']"
إذا كان لدي زهرة في كل مرة أفكر فيها فيك ... يمكنني المشي في حديقتي إلى الأبد.,"['الصداقة', 'والحب']"
الذين يقولون لك لا تدع الاشياء الصغيرة تزعجك ، لم يجربوا النوم مع ناموسة في حجرة واحدة .,['تأملات']
إن آداب السلوك هي فن التعبير عن احترامنا لمشاعر الآخرين .,"['حوار،', 'تعامل']"
"هذه مبادئي في الحياة : الصمود عند الإخفاق , رباطة الجأش عند النجاح , والإمتناع عن الإضرار بأحد على أية حال من الأحوال.","['طموح،', 'نجاح']"
الطريقة الوحيدة للعثور على السعادة الحقيقية هي المخاطرة بالانفتاح التام.,"['فرصة', 'سعادة', 'خطر']"
“كل شيء في المنظر. هذا ما أعنيه إلى الأبد أيضًا. يمكن لأي شخص منا أن ينتهي إلى الأبد بعد ساعة أو مائة عام من الآن. أنت لا تعرف على وجه اليقين ، لذلك من الأفضل أن تجعل كل ثانية مهمة .,['حياة']
ذاكرتنا هي عالم مثالي أكثر من الكون: إنها تعيد الحياة لأولئك الذين لم يعودوا موجودين.,['ذاكرة']
أريدك فقط أن تعرف أنك مميز جدًا والسبب الوحيد الذي أخبرك به هو أنني لا أعرف ما إذا كان أي شخص آخر قد فعل ذلك.,"['ملهمة', 'ستيفن', 'تشبوسكي']"
كيف يمكن أن تحكم بلداً فيه ٢٤٦ نوعاً من الجبن ؟ .,['سياسة']
لا تخاف؛ مصيرنا لا يمكن أن يؤخذ منا. إنها هدية .,"['إيمان', 'مصير', 'خوف']"
المشكلة هي أنك إذا لم تقضي حياتك بنفسك ، فإن الآخرين ينفقونها من أجلك.,"['الحياة', 'دروس', 'الحياة']"
كل ما رأيته يعلمني أن أثق بالخالق لكل ما لم أره.,"['الإيمان', 'الخبرة', 'الإيمان']"
يخسر من يكثر الدموع امام القاضي الفطن .,['عام']
لكي تكون كبيرا يجب أن يكون تفكيرك كبيراً .,['أخرى']
حصلت على ليسانس من قسم اللغة الانجليزية و ادابها . و فشلت فى الحصول على جدار اعلق عليه شهادتى.,['تأملات']
أخبرني ، ما الذي تنوي فعله بحياتك البرية والثمينة؟,[]
أشد ما في الكسل أنه يجعل العمل الواحد وكأنه أعمال كثيرة.,"['تفكير،', 'تغيير']"
ما تحسر أهل الجنة على شئ ، كما تحسروا على ساعة لم يذكر فيها اسم الله .,"['دروس،', 'اسلام']"
الكتب مخصصة للأشخاص الذين يرغبون في أن يكونوا في مكان آخر.,"['قرا', 'الكتب']"
الناس لا تحب الحقيقي والبسيط ، الناس تحب الأساطير و الخدع .,['قيادة']
من الأفضل لك لو أخطأت بعد أخذ المشورة على أن تكون صائبا بدونها.,"['نصائح،', 'اخلاق']"
الإنسان الذي يمكنه اتقان الصبر يمكنه اتقان أي شئ آخر .,"['كفاح،', 'الصبر']"
لا يمكنني تعليم أي شخص أي شيء. يمكنني فقط أن أجعلهم يفكرون,"['المعرفة', 'الفلسفة']"
ارتقِ بشأن نفسك ، و لكن لا تحط من شأن الآخرين .,"['طموح،', 'نجاح']"
بعض الحقائق هائلة في حجمها ، لدرجة ان عليك أن تجتهد في اطلاع الآخرين عليها بالتدريج .,['حقيقة']
السعادة ليست غياب المشاكل ، إنها القدرة على التعامل معها.,"['التمكين', 'السعادة', 'الإلهام']"
بمجرد أن تتذوق الرحلة ، سوف تمشي على الأرض إلى الأبد وعيناك متجهتان نحو السماء ، لأنك كنت هناك ، وستظل هناك دائمًا طويلاً للعودة.,"['رحلة', 'طيران', 'ملهمة']"
في وقت الخداع ، فإن قول الحقيقة هو عمل ثوري.,['حقيقة']
إن مجد الصداقة ليس اليد الممدودة ، ولا الابتسامة اللطيفة ، ولا بهجة الرفقة. إنه الإلهام الروحي الذي يأتي إلى الشخص عندما تكتشف أن شخصًا آخر يؤمن بك ويرغب في الوثوق بك في صداقة .,['صداقة']
إذا لم يتم بيع كتاب عن الإخفاقات ، فهل هو نجاح؟,"['كتب', 'مضحكة']"
عندما تتعثر في الحب ، من السهل النهوض. لكن عندما تقع في الحب ، من المستحيل أن تقف مرة أخرى .,[]
الكذب و الخداع و الغش ... انها ثلاثة حفر ، و اذا سقط القائد في في احداها سقطت الثقة من قلوب أتباعه .,['قيادة']
